dataset,algorithm,corr_threshold,const_threshold,seed,line_number
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.15,392,383
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.15,49,384
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.15,203,385
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.15,411,386
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.15,89,387
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.15,356,388
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.15,27,389
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.15,489,390
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.2,145,391
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.2,278,392
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.2,392,393
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.2,49,394
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.2,203,395
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.2,411,396
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.2,89,397
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.2,356,398
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.2,27,399
dados_atuais_listagem_nominal-dv.csv,neigh,0.85,0.2,489,400
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.05,145,401
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.05,278,402
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.05,392,403
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.05,49,404
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.05,203,405
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.05,411,406
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.05,89,407
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.05,356,408
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.05,27,409
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.05,489,410
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.1,145,411
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.1,278,412
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.1,392,413
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.1,49,414
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.1,203,415
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.1,411,416
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.1,89,417
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.1,356,418
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.1,27,419
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.1,489,420
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.15,145,421
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.15,278,422
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.15,392,423
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.15,49,424
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.15,203,425
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.15,411,426
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.15,89,427
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.15,356,428
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.15,27,429
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.15,489,430
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.2,145,431
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.2,278,432
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.2,392,433
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.2,49,434
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.2,203,435
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.2,411,436
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.2,89,437
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.2,356,438
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.2,27,439
dados_atuais_listagem_nominal-dv.csv,neigh,0.9,0.2,489,440
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.05,145,441
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.05,278,442
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.05,392,443
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.05,49,444
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.05,203,445
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.05,411,446
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.05,89,447
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.05,356,448
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.05,27,449
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.05,489,450
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.1,145,451
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.1,278,452
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.1,392,453
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.1,49,454
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.1,203,455
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.1,411,456
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.1,89,457
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.1,356,458
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.1,27,459
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.1,489,460
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.15,145,461
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.15,278,462
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.15,392,463
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.15,49,464
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.15,203,465
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.15,411,466
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.15,89,467
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.15,356,468
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.15,27,469
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.15,489,470
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.2,145,471
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.2,278,472
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.2,392,473
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.2,49,474
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.2,203,475
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.2,411,476
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.2,89,477
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.2,356,478
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.2,27,479
dados_atuais_listagem_nominal-dv.csv,neigh,0.95,0.2,489,480
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.05,145,481
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.05,278,482
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.05,392,483
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.05,49,484
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.05,203,485
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.05,411,486
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.05,89,487
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.05,356,488
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.05,27,489
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.05,489,490
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.1,145,491
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.1,278,492
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.1,392,493
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.1,49,494
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.1,203,495
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.1,411,496
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.1,89,497
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.1,356,498
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.1,27,499
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.1,489,500
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.15,145,501
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.15,278,502
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.15,392,503
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.15,49,504
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.15,203,505
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.15,411,506
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.15,89,507
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.15,356,508
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.15,27,509
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.15,489,510
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.2,145,511
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.2,278,512
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.2,392,513
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.2,49,514
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.2,203,515
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.2,411,516
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.2,89,517
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.2,356,518
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.2,27,519
dados_atuais_listagem_nominal-dv.csv,nb,0.8,0.2,489,520
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.05,145,521
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.05,278,522
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.05,392,523
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.05,49,524
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.05,203,525
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.05,411,526
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.05,89,527
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.05,356,528
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.05,27,529
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.05,489,530
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.1,145,531
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.1,278,532
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.1,392,533
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.1,49,534
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.1,203,535
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.1,411,536
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.1,89,537
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.1,356,538
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.1,27,539
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.1,489,540
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.15,145,541
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.15,278,542
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.15,392,543
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.15,49,544
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.15,203,545
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.15,411,546
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.15,89,547
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.15,356,548
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.15,27,549
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.15,489,550
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.2,145,551
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.2,278,552
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.2,392,553
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.2,49,554
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.2,203,555
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.2,411,556
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.2,89,557
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.2,356,558
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.2,27,559
dados_atuais_listagem_nominal-dv.csv,nb,0.85,0.2,489,560
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.05,145,561
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.05,278,562
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.05,392,563
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.05,49,564
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.05,203,565
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.05,411,566
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.05,89,567
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.05,356,568
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.05,27,569
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.05,489,570
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.1,145,571
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.1,278,572
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.1,392,573
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.1,49,574
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.1,203,575
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.1,411,576
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.1,89,577
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.1,356,578
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.1,27,579
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.1,489,580
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.15,145,581
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.15,278,582
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.15,392,583
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.15,49,584
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.15,203,585
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.15,411,586
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.15,89,587
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.15,356,588
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.15,27,589
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.15,489,590
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.2,145,591
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.2,278,592
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.2,392,593
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.2,49,594
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.2,203,595
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.2,411,596
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.2,89,597
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.2,356,598
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.2,27,599
dados_atuais_listagem_nominal-dv.csv,nb,0.9,0.2,489,600
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.05,145,601
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.05,278,602
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.05,392,603
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.05,49,604
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.05,203,605
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.05,411,606
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.05,89,607
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.05,356,608
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.05,27,609
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.05,489,610
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.1,145,611
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.1,278,612
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.1,392,613
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.1,49,614
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.1,203,615
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.1,411,616
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.1,89,617
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.1,356,618
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.1,27,619
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.1,489,620
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.15,145,621
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.15,278,622
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.15,392,623
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.15,49,624
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.15,203,625
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.15,411,626
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.15,89,627
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.15,356,628
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.15,27,629
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.15,489,630
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.2,145,631
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.2,278,632
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.2,392,633
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.2,49,634
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.2,203,635
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.2,411,636
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.2,89,637
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.2,356,638
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.2,27,639
dados_atuais_listagem_nominal-dv.csv,nb,0.95,0.2,489,640
full-dv-data.csv,dt,0.8,0.05,145,641
full-dv-data.csv,dt,0.8,0.05,278,642
full-dv-data.csv,dt,0.8,0.05,392,643
full-dv-data.csv,dt,0.8,0.05,49,644
full-dv-data.csv,dt,0.8,0.05,203,645
full-dv-data.csv,dt,0.8,0.05,411,646
full-dv-data.csv,dt,0.8,0.05,89,647
full-dv-data.csv,dt,0.8,0.05,356,648
full-dv-data.csv,dt,0.8,0.05,27,649
full-dv-data.csv,dt,0.8,0.05,489,650
full-dv-data.csv,dt,0.8,0.1,145,651
full-dv-data.csv,dt,0.8,0.1,278,652
full-dv-data.csv,dt,0.8,0.1,392,653
full-dv-data.csv,dt,0.8,0.1,49,654
full-dv-data.csv,dt,0.8,0.1,203,655
full-dv-data.csv,dt,0.8,0.1,411,656
full-dv-data.csv,dt,0.8,0.1,89,657
full-dv-data.csv,dt,0.8,0.1,356,658
full-dv-data.csv,dt,0.8,0.1,27,659
full-dv-data.csv,dt,0.8,0.1,489,660
full-dv-data.csv,dt,0.8,0.15,145,661
full-dv-data.csv,dt,0.8,0.15,278,662
full-dv-data.csv,dt,0.8,0.15,392,663
full-dv-data.csv,dt,0.8,0.15,49,664
full-dv-data.csv,dt,0.8,0.15,203,665
full-dv-data.csv,dt,0.8,0.15,411,666
full-dv-data.csv,dt,0.8,0.15,89,667
full-dv-data.csv,dt,0.8,0.15,356,668
full-dv-data.csv,dt,0.8,0.15,27,669
full-dv-data.csv,dt,0.8,0.15,489,670
full-dv-data.csv,dt,0.8,0.2,145,671
full-dv-data.csv,dt,0.8,0.2,278,672
full-dv-data.csv,dt,0.8,0.2,392,673
full-dv-data.csv,dt,0.8,0.2,49,674
full-dv-data.csv,dt,0.8,0.2,203,675
full-dv-data.csv,dt,0.8,0.2,411,676
full-dv-data.csv,dt,0.8,0.2,89,677
full-dv-data.csv,dt,0.8,0.2,356,678
full-dv-data.csv,dt,0.8,0.2,27,679
full-dv-data.csv,dt,0.8,0.2,489,680
full-dv-data.csv,dt,0.85,0.05,145,681
full-dv-data.csv,dt,0.85,0.05,278,682
full-dv-data.csv,dt,0.85,0.05,392,683
full-dv-data.csv,dt,0.85,0.05,49,684
full-dv-data.csv,dt,0.85,0.05,203,685
full-dv-data.csv,dt,0.85,0.05,411,686
full-dv-data.csv,dt,0.85,0.05,89,687
full-dv-data.csv,dt,0.85,0.05,356,688
full-dv-data.csv,dt,0.85,0.05,27,689
full-dv-data.csv,dt,0.85,0.05,489,690
full-dv-data.csv,dt,0.85,0.1,145,691
full-dv-data.csv,dt,0.85,0.1,278,692
full-dv-data.csv,dt,0.85,0.1,392,693
full-dv-data.csv,dt,0.85,0.1,49,694
full-dv-data.csv,dt,0.85,0.1,203,695
full-dv-data.csv,dt,0.85,0.1,411,696
full-dv-data.csv,dt,0.85,0.1,89,697
full-dv-data.csv,dt,0.85,0.1,356,698
full-dv-data.csv,dt,0.85,0.1,27,699
full-dv-data.csv,dt,0.85,0.1,489,700
full-dv-data.csv,dt,0.85,0.15,145,701
full-dv-data.csv,dt,0.85,0.15,278,702
full-dv-data.csv,dt,0.85,0.15,392,703
full-dv-data.csv,dt,0.85,0.15,49,704
full-dv-data.csv,dt,0.85,0.15,203,705
full-dv-data.csv,dt,0.85,0.15,411,706
full-dv-data.csv,dt,0.85,0.15,89,707
full-dv-data.csv,dt,0.85,0.15,356,708
full-dv-data.csv,dt,0.85,0.15,27,709
full-dv-data.csv,dt,0.85,0.15,489,710
full-dv-data.csv,dt,0.85,0.2,145,711
full-dv-data.csv,dt,0.85,0.2,278,712
full-dv-data.csv,dt,0.85,0.2,392,713
full-dv-data.csv,dt,0.85,0.2,49,714
full-dv-data.csv,dt,0.85,0.2,203,715
full-dv-data.csv,dt,0.85,0.2,411,716
full-dv-data.csv,dt,0.85,0.2,89,717
full-dv-data.csv,dt,0.85,0.2,356,718
full-dv-data.csv,dt,0.85,0.2,27,719
full-dv-data.csv,dt,0.85,0.2,489,720
full-dv-data.csv,dt,0.9,0.05,145,721
full-dv-data.csv,dt,0.9,0.05,278,722
full-dv-data.csv,dt,0.9,0.05,392,723
full-dv-data.csv,dt,0.9,0.05,49,724
full-dv-data.csv,dt,0.9,0.05,203,725
full-dv-data.csv,dt,0.9,0.05,411,726
full-dv-data.csv,dt,0.9,0.05,89,727
full-dv-data.csv,dt,0.9,0.05,356,728
full-dv-data.csv,dt,0.9,0.05,27,729
full-dv-data.csv,dt,0.9,0.05,489,730
full-dv-data.csv,dt,0.9,0.1,145,731
full-dv-data.csv,dt,0.9,0.1,278,732
full-dv-data.csv,dt,0.9,0.1,392,733
full-dv-data.csv,dt,0.9,0.1,49,734
full-dv-data.csv,dt,0.9,0.1,203,735
full-dv-data.csv,dt,0.9,0.1,411,736
full-dv-data.csv,dt,0.9,0.1,89,737
full-dv-data.csv,dt,0.9,0.1,356,738
full-dv-data.csv,dt,0.9,0.1,27,739
full-dv-data.csv,dt,0.9,0.1,489,740
full-dv-data.csv,dt,0.9,0.15,145,741
full-dv-data.csv,dt,0.9,0.15,278,742
full-dv-data.csv,dt,0.9,0.15,392,743
full-dv-data.csv,dt,0.9,0.15,49,744
full-dv-data.csv,dt,0.9,0.15,203,745
full-dv-data.csv,dt,0.9,0.15,411,746
full-dv-data.csv,dt,0.9,0.15,89,747
full-dv-data.csv,dt,0.9,0.15,356,748
full-dv-data.csv,dt,0.9,0.15,27,749
full-dv-data.csv,dt,0.9,0.15,489,750
full-dv-data.csv,dt,0.9,0.2,145,751
full-dv-data.csv,dt,0.9,0.2,278,752
full-dv-data.csv,dt,0.9,0.2,392,753
full-dv-data.csv,dt,0.9,0.2,49,754
full-dv-data.csv,dt,0.9,0.2,203,755
full-dv-data.csv,dt,0.9,0.2,411,756
full-dv-data.csv,dt,0.9,0.2,89,757
full-dv-data.csv,dt,0.9,0.2,356,758
full-dv-data.csv,dt,0.9,0.2,27,759
full-dv-data.csv,dt,0.9,0.2,489,760
full-dv-data.csv,dt,0.95,0.05,145,761
full-dv-data.csv,dt,0.95,0.05,278,762
full-dv-data.csv,dt,0.95,0.05,392,763
full-dv-data.csv,dt,0.95,0.05,49,764
full-dv-data.csv,dt,0.95,0.05,203,765
full-dv-data.csv,dt,0.95,0.05,411,766
full-dv-data.csv,dt,0.95,0.05,89,767
full-dv-data.csv,dt,0.95,0.05,356,768
full-dv-data.csv,dt,0.95,0.05,27,769
full-dv-data.csv,dt,0.95,0.05,489,770
full-dv-data.csv,dt,0.95,0.1,145,771
full-dv-data.csv,dt,0.95,0.1,278,772
full-dv-data.csv,dt,0.95,0.1,392,773
full-dv-data.csv,dt,0.95,0.1,49,774
full-dv-data.csv,dt,0.95,0.1,203,775
full-dv-data.csv,dt,0.95,0.1,411,776
full-dv-data.csv,dt,0.95,0.1,89,777
full-dv-data.csv,dt,0.95,0.1,356,778
full-dv-data.csv,dt,0.95,0.1,27,779
full-dv-data.csv,dt,0.95,0.1,489,780
full-dv-data.csv,dt,0.95,0.15,145,781
full-dv-data.csv,dt,0.95,0.15,278,782
full-dv-data.csv,dt,0.95,0.15,392,783
full-dv-data.csv,dt,0.95,0.15,49,784
full-dv-data.csv,dt,0.95,0.15,203,785
full-dv-data.csv,dt,0.95,0.15,411,786
full-dv-data.csv,dt,0.95,0.15,89,787
full-dv-data.csv,dt,0.95,0.15,356,788
full-dv-data.csv,dt,0.95,0.15,27,789
full-dv-data.csv,dt,0.95,0.15,489,790
full-dv-data.csv,dt,0.95,0.2,145,791
full-dv-data.csv,dt,0.95,0.2,278,792
full-dv-data.csv,dt,0.95,0.2,392,793
full-dv-data.csv,dt,0.95,0.2,49,794
full-dv-data.csv,dt,0.95,0.2,203,795
full-dv-data.csv,dt,0.95,0.2,411,796
full-dv-data.csv,dt,0.95,0.2,89,797
full-dv-data.csv,dt,0.95,0.2,356,798
full-dv-data.csv,dt,0.95,0.2,27,799
full-dv-data.csv,dt,0.95,0.2,489,800
full-dv-data.csv,rf,0.8,0.05,145,801
full-dv-data.csv,rf,0.8,0.05,278,802
full-dv-data.csv,rf,0.8,0.05,392,803
full-dv-data.csv,rf,0.8,0.05,49,804
full-dv-data.csv,rf,0.8,0.05,203,805
full-dv-data.csv,rf,0.8,0.05,411,806
full-dv-data.csv,rf,0.8,0.05,89,807
full-dv-data.csv,rf,0.8,0.05,356,808
full-dv-data.csv,rf,0.8,0.05,27,809
full-dv-data.csv,rf,0.8,0.05,489,810
full-dv-data.csv,rf,0.8,0.1,145,811
full-dv-data.csv,rf,0.8,0.1,278,812
full-dv-data.csv,rf,0.8,0.1,392,813
full-dv-data.csv,rf,0.8,0.1,49,814
full-dv-data.csv,rf,0.8,0.1,203,815
full-dv-data.csv,rf,0.8,0.1,411,816
full-dv-data.csv,rf,0.8,0.1,89,817
full-dv-data.csv,rf,0.8,0.1,356,818
full-dv-data.csv,rf,0.8,0.1,27,819
full-dv-data.csv,rf,0.8,0.1,489,820
full-dv-data.csv,rf,0.8,0.15,145,821
full-dv-data.csv,rf,0.8,0.15,278,822
full-dv-data.csv,rf,0.8,0.15,392,823
